event_id,employee_id,event_type,event_date,details
EVT003406,EMP02603,Salary Increase,2025-01-23,+5.2%
EVT003407,EMP02604,Salary Increase,2025-03-23,+6.2%
EVT003408,EMP02604,Salary Increase,2024-08-14,+12.3%
EVT003409,EMP02604,Salary Increase,2024-08-03,+9.6%
EVT003410,EMP02605,Salary Increase,2024-04-07,+4.0%
EVT003411,EMP02605,Salary Increase,2025-02-15,+5.2%
EVT003412,EMP02605,Salary Increase,2025-01-02,+5.1%
EVT003413,EMP02606,Salary Increase,2024-01-02,+7.3%
EVT003414,EMP02606,Salary Increase,2024-03-04,+6.0%
EVT003415,EMP02606,Salary Increase,2024-03-08,+8.2%
EVT003416,EMP02607,Salary Increase,2024-05-15,+1.8%
EVT003417,EMP02607,Salary Increase,2024-12-05,+5.1%
EVT003418,EMP02608,Salary Increase,2025-03-13,+9.7%
EVT003419,EMP02608,Salary Increase,2025-02-04,+4.0%
EVT003420,EMP02609,Salary Increase,2024-01-12,+1.8%
EVT003421,EMP02609,Salary Increase,2023-07-25,+1.9%
EVT003422,EMP02609,Salary Increase,2024-05-21,+6.9%
EVT003423,EMP02611,Salary Increase,2025-06-23,+5.4%
EVT003424,EMP02611,Salary Increase,2024-06-29,+8.6%
EVT003425,EMP02611,Salary Increase,2024-08-02,+8.3%
EVT003426,EMP02616,Salary Increase,2024-05-25,+2.1%
EVT003427,EMP02618,Salary Increase,2024-09-17,+6.2%
EVT003428,EMP02618,Salary Increase,2023-02-10,+3.2%
EVT003429,EMP02618,Salary Increase,2024-11-07,+7.8%
EVT003430,EMP02619,Promotion,2025-06-09,Level up: 1 grade
EVT003431,EMP02621,Salary Increase,2023-05-01,+3.5%
EVT003432,EMP02622,Salary Increase,2024-07-02,+7.6%
EVT003433,EMP02622,Salary Increase,2024-09-08,+9.2%
EVT003434,EMP02622,Salary Increase,2023-08-13,+6.2%
EVT003435,EMP02623,Promotion,2025-05-05,Level up: 1 grade
EVT003436,EMP02623,Salary Increase,2025-01-10,+5.8%
EVT003437,EMP02623,Salary Increase,2025-02-19,+9.5%
EVT003438,EMP02625,Promotion,2024-05-19,Level up: 1 grade
EVT003439,EMP02625,Salary Increase,2024-05-10,+12.9%
EVT003440,EMP02626,Salary Increase,2023-12-26,+9.5%
EVT003441,EMP02627,Salary Increase,2024-12-15,+4.6%
EVT003442,EMP02629,Salary Increase,2024-04-06,+2.4%
EVT003443,EMP02629,Salary Increase,2024-10-13,+10.1%
EVT003444,EMP02630,Salary Increase,2023-12-20,+4.3%
EVT003445,EMP02630,Salary Increase,2024-10-21,+5.4%
EVT003446,EMP02631,Promotion,2025-04-24,Level up: 1 grade
EVT003447,EMP02631,Salary Increase,2023-03-21,+2.1%
EVT003448,EMP02631,Salary Increase,2024-04-08,+7.9%
EVT003449,EMP02632,Promotion,2024-05-30,Level up: 1 grade
EVT003450,EMP02632,Salary Increase,2024-11-25,+7.1%
EVT003451,EMP02632,Salary Increase,2023-04-25,+5.4%
EVT003452,EMP02632,Salary Increase,2024-10-31,+5.0%
EVT003453,EMP02632,Salary Increase,2024-10-20,+5.7%
EVT003454,EMP02633,Salary Increase,2023-02-15,+4.0%
EVT003455,EMP02633,Salary Increase,2024-04-09,+4.2%
EVT003456,EMP02634,Salary Increase,2025-02-20,+5.3%
EVT003457,EMP02635,Promotion,2024-01-11,Level up: 1 grade
EVT003458,EMP02636,Salary Increase,2024-04-20,+3.3%
EVT003459,EMP02636,Salary Increase,2023-01-06,+0.5%
EVT003460,EMP02637,Salary Increase,2023-03-09,+1.9%
EVT003461,EMP02639,Salary Increase,2024-05-22,+7.4%
EVT003462,EMP02641,Salary Increase,2024-09-16,+8.7%
EVT003463,EMP02642,Promotion,2024-03-04,Level up: 1 grade
EVT003464,EMP02643,Salary Increase,2023-02-21,+8.1%
EVT003465,EMP02644,Salary Increase,2023-02-24,+8.1%
EVT003466,EMP02645,Promotion,2025-06-14,Level up: 1 grade
EVT003467,EMP02645,Salary Increase,2023-06-22,+9.1%
EVT003468,EMP02645,Salary Increase,2023-07-16,+3.8%
EVT003469,EMP02645,Salary Increase,2023-11-27,+4.2%
EVT003470,EMP02645,Salary Increase,2025-06-08,+3.3%
EVT003471,EMP02645,Salary Increase,2024-10-12,+7.1%
EVT003472,EMP02646,Salary Increase,2023-08-22,+0.8%
EVT003473,EMP02646,Salary Increase,2024-07-03,+6.0%
EVT003474,EMP02647,Salary Increase,2025-06-06,+3.1%
EVT003475,EMP02647,Exit,2025-06-16,Voluntary - Better Opportunity
EVT003476,EMP02648,Salary Increase,2025-06-24,+5.5%
EVT003477,EMP02648,Salary Increase,2024-05-18,+4.8%
EVT003478,EMP02649,Promotion,2024-08-25,Level up: 2 grades
EVT003479,EMP02651,Promotion,2023-11-14,Level up: 2 grades
EVT003480,EMP02651,Salary Increase,2023-11-08,+5.5%
EVT003481,EMP02652,Salary Increase,2023-02-24,+6.2%
EVT003482,EMP02652,Salary Increase,2024-01-21,+10.1%
EVT003483,EMP02654,Salary Increase,2023-02-23,+7.5%
EVT003484,EMP02654,Salary Increase,2024-06-26,+3.6%
EVT003485,EMP02655,Salary Increase,2025-06-01,+4.5%
EVT003486,EMP02656,Promotion,2024-04-08,Level up: 2 grades
EVT003487,EMP02657,Salary Increase,2023-12-19,+2.1%
EVT003488,EMP02657,Salary Increase,2024-03-08,+2.9%
EVT003489,EMP02657,Salary Increase,2023-01-16,+7.5%
EVT003490,EMP02658,Promotion,2025-04-03,Level up: 2 grades
EVT003491,EMP02658,Salary Increase,2023-01-25,+7.9%
EVT003492,EMP02658,Salary Increase,2025-05-22,+7.1%
EVT003493,EMP02661,Salary Increase,2023-04-28,+6.0%
EVT003494,EMP02662,Promotion,2025-06-13,Level up: 1 grade
EVT003495,EMP02662,Salary Increase,2023-08-14,+4.2%
EVT003496,EMP02665,Salary Increase,2023-04-14,+4.1%
EVT003497,EMP02667,Salary Increase,2023-07-25,+6.0%
EVT003498,EMP02668,Salary Increase,2024-01-18,+4.7%
EVT003499,EMP02668,Salary Increase,2023-06-11,+2.4%
EVT003500,EMP02668,Salary Increase,2024-02-14,+7.6%
EVT003501,EMP02668,Salary Increase,2025-05-22,+10.2%
EVT003502,EMP02669,Salary Increase,2023-05-16,+6.3%
EVT003503,EMP02669,Salary Increase,2024-02-06,+4.4%
EVT003504,EMP02670,Salary Increase,2024-10-20,+4.3%
EVT003505,EMP02670,Salary Increase,2023-06-30,+5.5%
EVT003506,EMP02671,Promotion,2024-04-09,Level up: 1 grade
EVT003507,EMP02671,Salary Increase,2025-06-14,+1.0%
EVT003508,EMP02671,Salary Increase,2024-03-06,+5.6%
EVT003509,EMP02672,Salary Increase,2025-04-25,+7.1%
EVT003510,EMP02672,Salary Increase,2023-05-15,+7.8%
EVT003511,EMP02674,Salary Increase,2023-09-12,+4.3%
EVT003512,EMP02675,Salary Increase,2023-09-08,+1.2%
EVT003513,EMP02675,Salary Increase,2023-02-24,+2.9%
EVT003514,EMP02676,Promotion,2024-08-06,Level up: 1 grade
EVT003515,EMP02676,Salary Increase,2025-03-31,+5.6%
EVT003516,EMP02676,Exit,2023-10-13,Voluntary - Compensation
EVT003517,EMP02679,Salary Increase,2025-06-13,+5.2%
EVT003518,EMP02680,Promotion,2024-08-20,Level up: 1 grade
EVT003519,EMP02680,Salary Increase,2024-12-03,+3.4%
EVT003520,EMP02680,Salary Increase,2025-04-21,+1.8%
EVT003521,EMP02681,Promotion,2024-09-25,Level up: 1 grade
EVT003522,EMP02681,Salary Increase,2023-09-23,+9.3%
EVT003523,EMP02682,Salary Increase,2024-05-09,+7.6%
EVT003524,EMP02683,Salary Increase,2025-02-13,+4.1%
EVT003525,EMP02683,Salary Increase,2024-04-19,+2.9%
EVT003526,EMP02684,Salary Increase,2023-02-25,+8.9%
EVT003527,EMP02684,Salary Increase,2023-08-13,+0.5%
EVT003528,EMP02684,Salary Increase,2023-09-28,+3.3%
EVT003529,EMP02685,Promotion,2025-02-11,Level up: 1 grade
EVT003530,EMP02687,Promotion,2025-03-20,Level up: 1 grade
EVT003531,EMP02687,Salary Increase,2023-03-29,+7.7%
EVT003532,EMP02687,Salary Increase,2025-04-24,+8.7%
EVT003533,EMP02688,Promotion,2024-06-23,Level up: 2 grades
EVT003534,EMP02689,Salary Increase,2024-08-31,+0.5%
EVT003535,EMP02689,Salary Increase,2024-10-14,+8.4%
EVT003536,EMP02689,Salary Increase,2024-02-15,+8.5%
EVT003537,EMP02691,Salary Increase,2023-10-30,+4.2%
EVT003538,EMP02691,Salary Increase,2023-07-26,+4.1%
EVT003539,EMP02693,Promotion,2024-12-23,Level up: 2 grades
EVT003540,EMP02693,Salary Increase,2025-02-15,+7.3%
EVT003541,EMP02693,Salary Increase,2023-11-14,+7.1%
EVT003542,EMP02694,Salary Increase,2023-10-28,+4.2%
EVT003543,EMP02696,Salary Increase,2024-05-31,+5.2%
EVT003544,EMP02697,Salary Increase,2024-11-05,+5.8%
EVT003545,EMP02699,Promotion,2025-01-26,Level up: 1 grade
EVT003546,EMP02699,Salary Increase,2024-04-27,+8.0%
EVT003547,EMP02700,Salary Increase,2023-09-06,+11.4%
EVT003548,EMP02702,Salary Increase,2024-11-20,+4.9%
EVT003549,EMP02704,Salary Increase,2024-07-03,+7.0%
EVT003550,EMP02707,Salary Increase,2023-08-09,+5.8%
EVT003551,EMP02708,Salary Increase,2024-05-08,+0.6%
EVT003552,EMP02708,Salary Increase,2023-07-01,+4.3%
EVT003553,EMP02709,Exit,2025-04-29,Voluntary - Career Growth
EVT003554,EMP02711,Salary Increase,2023-12-29,+7.3%
EVT003555,EMP02712,Salary Increase,2023-02-12,+3.6%
EVT003556,EMP02713,Salary Increase,2023-12-22,+4.1%
EVT003557,EMP02715,Salary Increase,2024-08-19,+8.4%
EVT003558,EMP02715,Exit,2023-12-28,Voluntary - Better Opportunity
EVT003559,EMP02716,Salary Increase,2024-11-15,+5.7%
EVT003560,EMP02716,Salary Increase,2024-08-23,+8.2%
EVT003561,EMP02717,Exit,2024-10-07,Involuntary - Performance
EVT003562,EMP02718,Promotion,2024-12-15,Level up: 1 grade
EVT003563,EMP02718,Salary Increase,2023-01-01,+8.8%
EVT003564,EMP02719,Salary Increase,2024-09-07,+3.4%
EVT003565,EMP02719,Salary Increase,2024-03-06,+3.4%
EVT003566,EMP02719,Exit,2023-05-27,Involuntary - Restructuring
EVT003567,EMP02720,Salary Increase,2024-03-21,+2.2%
EVT003568,EMP02720,Salary Increase,2024-11-01,+5.8%
EVT003569,EMP02720,Salary Increase,2024-04-09,+8.0%
EVT003570,EMP02721,Salary Increase,2023-05-30,+6.8%
EVT003571,EMP02722,Salary Increase,2024-01-23,+4.8%
EVT003572,EMP02722,Salary Increase,2024-01-14,+0.5%
EVT003573,EMP02724,Salary Increase,2023-03-06,+3.3%
EVT003574,EMP02726,Salary Increase,2023-01-05,+3.6%
EVT003575,EMP02728,Salary Increase,2023-08-27,+6.7%
EVT003576,EMP02728,Salary Increase,2025-02-03,+9.4%
EVT003577,EMP02729,Salary Increase,2023-11-26,+0.5%
EVT003578,EMP02729,Salary Increase,2024-10-26,+9.6%
EVT003579,EMP02729,Salary Increase,2024-12-28,+7.9%
EVT003580,EMP02731,Salary Increase,2024-07-29,+4.6%
EVT003581,EMP02732,Promotion,2023-09-18,Level up: 2 grades
EVT003582,EMP02733,Salary Increase,2024-10-07,+6.5%
EVT003583,EMP02734,Salary Increase,2025-05-07,+2.4%
EVT003584,EMP02734,Salary Increase,2025-01-12,+6.0%
EVT003585,EMP02735,Salary Increase,2023-02-11,+6.5%
EVT003586,EMP02735,Salary Increase,2024-08-27,+7.5%
EVT003587,EMP02735,Salary Increase,2025-06-24,+5.1%
EVT003588,EMP02736,Salary Increase,2024-02-03,+5.0%
EVT003589,EMP02737,Salary Increase,2023-08-18,+2.7%
EVT003590,EMP02738,Salary Increase,2024-07-08,+8.7%
EVT003591,EMP02739,Salary Increase,2024-10-21,+3.3%
EVT003592,EMP02739,Salary Increase,2023-01-04,+2.0%
EVT003593,EMP02740,Salary Increase,2024-08-02,+4.8%
EVT003594,EMP02740,Salary Increase,2024-02-19,+3.7%
EVT003595,EMP02742,Promotion,2023-09-28,Level up: 1 grade
EVT003596,EMP02742,Salary Increase,2023-10-17,+3.0%
EVT003597,EMP02742,Salary Increase,2025-06-26,+0.5%
EVT003598,EMP02742,Salary Increase,2025-02-19,+6.5%
EVT003599,EMP02743,Promotion,2023-07-27,Level up: 2 grades
EVT003600,EMP02743,Salary Increase,2024-05-26,+4.1%
EVT003601,EMP02744,Salary Increase,2025-03-23,+1.8%
EVT003602,EMP02744,Salary Increase,2023-11-15,+1.6%
EVT003603,EMP02746,Salary Increase,2025-01-14,+6.5%
EVT003604,EMP02747,Salary Increase,2023-11-21,+3.2%
EVT003605,EMP02748,Salary Increase,2024-08-28,+7.4%
EVT003606,EMP02748,Salary Increase,2024-06-04,+7.8%
EVT003607,EMP02749,Promotion,2025-04-22,Level up: 1 grade
EVT003608,EMP02749,Salary Increase,2023-08-10,+7.2%
EVT003609,EMP02749,Salary Increase,2024-07-25,+12.9%
EVT003610,EMP02749,Salary Increase,2025-05-10,+5.4%
EVT003611,EMP02750,Promotion,2024-11-17,Level up: 1 grade
EVT003612,EMP02750,Salary Increase,2024-10-03,+5.8%
EVT003613,EMP02751,Salary Increase,2024-02-12,+6.2%
EVT003614,EMP02752,Promotion,2024-03-31,Level up: 2 grades
EVT003615,EMP02753,Salary Increase,2024-07-21,+4.2%
EVT003616,EMP02755,Salary Increase,2023-03-13,+4.0%
EVT003617,EMP02755,Salary Increase,2023-08-12,+3.2%
EVT003618,EMP02755,Exit,2024-11-14,Involuntary - Performance
EVT003619,EMP02756,Salary Increase,2024-10-24,+8.9%
EVT003620,EMP02756,Salary Increase,2023-12-06,+9.1%
EVT003621,EMP02757,Salary Increase,2023-06-29,+3.3%
EVT003622,EMP02758,Salary Increase,2024-11-21,+5.2%
EVT003623,EMP02758,Salary Increase,2024-10-25,+6.2%
EVT003624,EMP02759,Promotion,2025-04-14,Level up: 1 grade
EVT003625,EMP02760,Salary Increase,2023-04-26,+3.8%
EVT003626,EMP02760,Salary Increase,2024-09-29,+6.3%
EVT003627,EMP02760,Salary Increase,2023-06-27,+7.0%
EVT003628,EMP02761,Salary Increase,2024-02-22,+5.6%
EVT003629,EMP02761,Salary Increase,2025-05-08,+0.5%
EVT003630,EMP02762,Salary Increase,2023-02-25,+4.7%
EVT003631,EMP02762,Salary Increase,2024-09-13,+8.0%
EVT003632,EMP02762,Salary Increase,2024-05-22,+4.8%
EVT003633,EMP02763,Salary Increase,2024-11-25,+7.9%
EVT003634,EMP02764,Salary Increase,2023-11-30,+2.2%
EVT003635,EMP02764,Salary Increase,2023-07-25,+7.0%
EVT003636,EMP02765,Salary Increase,2025-04-01,+9.3%
EVT003637,EMP02766,Salary Increase,2024-10-15,+5.9%
EVT003638,EMP02767,Salary Increase,2024-08-11,+7.5%
EVT003639,EMP02768,Promotion,2024-07-06,Level up: 1 grade
EVT003640,EMP02768,Salary Increase,2023-07-23,+2.0%
EVT003641,EMP02768,Salary Increase,2025-04-29,+8.1%
EVT003642,EMP02769,Salary Increase,2025-05-13,+1.5%
EVT003643,EMP02769,Salary Increase,2024-03-30,+1.4%
EVT003644,EMP02770,Salary Increase,2024-04-18,+5.7%
EVT003645,EMP02771,Promotion,2023-09-27,Level up: 2 grades
EVT003646,EMP02772,Salary Increase,2024-06-07,+4.7%
EVT003647,EMP02773,Salary Increase,2023-05-01,+6.5%
EVT003648,EMP02773,Salary Increase,2023-08-16,+2.4%
EVT003649,EMP02774,Exit,2024-05-11,Voluntary - Career Growth
EVT003650,EMP02775,Salary Increase,2024-07-02,+6.0%
EVT003651,EMP02776,Promotion,2025-03-14,Level up: 2 grades
EVT003652,EMP02776,Exit,2024-06-12,Voluntary - Career Growth
EVT003653,EMP02777,Promotion,2025-05-20,Level up: 1 grade
EVT003654,EMP02777,Salary Increase,2024-11-30,+10.3%
EVT003655,EMP02777,Salary Increase,2025-04-30,+3.5%
EVT003656,EMP02777,Exit,2023-10-26,Voluntary - Personal Reasons
EVT003657,EMP02778,Salary Increase,2024-01-23,+4.8%
EVT003658,EMP02779,Salary Increase,2024-09-02,+8.1%
EVT003659,EMP02782,Salary Increase,2023-03-24,+6.2%
EVT003660,EMP02782,Salary Increase,2024-04-09,+5.0%
EVT003661,EMP02782,Exit,2023-08-06,Voluntary - Career Growth
EVT003662,EMP02783,Salary Increase,2024-07-09,+6.1%
EVT003663,EMP02785,Salary Increase,2024-05-14,+7.2%
EVT003664,EMP02786,Salary Increase,2023-02-09,+3.3%
EVT003665,EMP02786,Salary Increase,2024-08-11,+7.7%
EVT003666,EMP02789,Salary Increase,2023-10-23,+9.4%
EVT003667,EMP02789,Salary Increase,2023-12-28,+6.9%
EVT003668,EMP02789,Salary Increase,2025-02-24,+12.1%
EVT003669,EMP02790,Salary Increase,2023-12-21,+7.8%
EVT003670,EMP02791,Salary Increase,2023-12-12,+5.5%
EVT003671,EMP02793,Salary Increase,2024-08-25,+3.2%
EVT003672,EMP02795,Salary Increase,2023-04-29,+6.2%
EVT003673,EMP02795,Salary Increase,2024-03-10,+4.0%
EVT003674,EMP02797,Salary Increase,2024-08-13,+7.9%
EVT003675,EMP02798,Salary Increase,2023-02-13,+10.5%
EVT003676,EMP02798,Exit,2024-04-27,Voluntary - Compensation
EVT003677,EMP02799,Salary Increase,2023-12-02,+5.5%
EVT003678,EMP02799,Salary Increase,2024-06-04,+6.9%
EVT003679,EMP02800,Salary Increase,2025-05-29,+6.3%
EVT003680,EMP02800,Salary Increase,2023-05-13,+7.2%
EVT003681,EMP02801,Salary Increase,2023-06-20,+4.3%
EVT003682,EMP02801,Salary Increase,2023-03-08,+8.2%
EVT003683,EMP02802,Salary Increase,2024-08-28,+8.3%
EVT003684,EMP02802,Salary Increase,2023-01-27,+5.6%
EVT003685,EMP02802,Salary Increase,2023-10-02,+7.1%
EVT003686,EMP02806,Salary Increase,2025-04-22,+10.0%
EVT003687,EMP02807,Salary Increase,2023-12-23,+10.9%
EVT003688,EMP02807,Salary Increase,2023-12-13,+2.5%
EVT003689,EMP02808,Salary Increase,2025-04-23,+4.7%
EVT003690,EMP02808,Salary Increase,2023-04-23,+7.1%
EVT003691,EMP02808,Salary Increase,2023-05-06,+4.5%
EVT003692,EMP02809,Promotion,2024-07-04,Level up: 1 grade
EVT003693,EMP02809,Salary Increase,2023-04-07,+5.9%
EVT003694,EMP02810,Promotion,2025-04-24,Level up: 1 grade
EVT003695,EMP02810,Salary Increase,2024-10-24,+9.5%
EVT003696,EMP02811,Salary Increase,2024-10-03,+8.9%
EVT003697,EMP02811,Salary Increase,2024-01-08,+6.0%
EVT003698,EMP02811,Salary Increase,2024-09-14,+3.7%
EVT003699,EMP02812,Salary Increase,2024-10-10,+4.8%
EVT003700,EMP02813,Salary Increase,2023-11-30,+7.0%
EVT003701,EMP02813,Salary Increase,2025-01-06,+1.9%
EVT003702,EMP02813,Exit,2023-11-18,Involuntary - Performance
EVT003703,EMP02814,Salary Increase,2023-04-24,+1.2%
EVT003704,EMP02814,Exit,2024-12-12,Voluntary - Compensation
EVT003705,EMP02815,Promotion,2025-02-18,Level up: 2 grades
EVT003706,EMP02815,Salary Increase,2024-12-24,+2.7%
EVT003707,EMP02815,Salary Increase,2023-06-13,+0.5%
EVT003708,EMP02816,Salary Increase,2024-02-10,+1.2%
EVT003709,EMP02816,Salary Increase,2025-01-10,+8.0%
EVT003710,EMP02818,Salary Increase,2023-09-27,+0.5%
EVT003711,EMP02819,Salary Increase,2023-11-25,+6.8%
EVT003712,EMP02819,Salary Increase,2023-12-16,+3.0%
EVT003713,EMP02820,Promotion,2023-07-29,Level up: 1 grade
EVT003714,EMP02820,Salary Increase,2023-05-17,+8.4%
EVT003715,EMP02821,Salary Increase,2025-05-08,+9.3%
EVT003716,EMP02821,Salary Increase,2025-01-04,+2.1%
EVT003717,EMP02821,Salary Increase,2024-06-24,+8.5%
EVT003718,EMP02821,Salary Increase,2024-08-09,+5.5%
EVT003719,EMP02822,Salary Increase,2024-05-03,+1.7%
EVT003720,EMP02823,Salary Increase,2023-04-23,+4.5%
EVT003721,EMP02823,Salary Increase,2023-08-10,+5.7%
EVT003722,EMP02824,Salary Increase,2023-04-16,+4.0%
EVT003723,EMP02824,Salary Increase,2023-03-19,+7.4%
EVT003724,EMP02825,Salary Increase,2024-09-21,+10.3%
EVT003725,EMP02825,Salary Increase,2025-05-28,+6.2%
EVT003726,EMP02827,Salary Increase,2023-09-07,+5.4%
EVT003727,EMP02827,Salary Increase,2023-05-20,+3.0%
EVT003728,EMP02829,Promotion,2025-03-10,Level up: 2 grades
EVT003729,EMP02829,Salary Increase,2025-04-14,+6.3%
EVT003730,EMP02830,Promotion,2024-08-08,Level up: 2 grades
EVT003731,EMP02830,Salary Increase,2024-02-26,+7.2%
EVT003732,EMP02830,Exit,2024-07-24,Voluntary - Better Opportunity
EVT003733,EMP02832,Salary Increase,2025-03-02,+5.6%
EVT003734,EMP02832,Salary Increase,2023-08-24,+5.2%
EVT003735,EMP02836,Promotion,2023-12-04,Level up: 1 grade
EVT003736,EMP02836,Salary Increase,2023-04-06,+6.6%
EVT003737,EMP02837,Promotion,2024-02-23,Level up: 1 grade
EVT003738,EMP02839,Salary Increase,2025-03-26,+4.2%
EVT003739,EMP02839,Salary Increase,2024-02-25,+4.3%
EVT003740,EMP02840,Promotion,2024-03-25,Level up: 1 grade
EVT003741,EMP02840,Salary Increase,2024-11-16,+8.4%
EVT003742,EMP02840,Salary Increase,2025-01-13,+3.0%
EVT003743,EMP02841,Promotion,2025-05-17,Level up: 2 grades
EVT003744,EMP02841,Salary Increase,2024-01-30,+2.4%
EVT003745,EMP02842,Salary Increase,2024-10-07,+0.5%
EVT003746,EMP02842,Salary Increase,2024-05-18,+1.4%
EVT003747,EMP02842,Salary Increase,2024-11-21,+5.6%
EVT003748,EMP02842,Salary Increase,2024-05-04,+5.8%
EVT003749,EMP02842,Salary Increase,2023-07-24,+1.6%
EVT003750,EMP02843,Salary Increase,2023-07-05,+5.2%
EVT003751,EMP02844,Salary Increase,2023-01-02,+8.5%
EVT003752,EMP02845,Salary Increase,2025-03-04,+5.6%
EVT003753,EMP02845,Salary Increase,2024-03-18,+6.7%
EVT003754,EMP02846,Promotion,2023-12-31,Level up: 1 grade
EVT003755,EMP02849,Promotion,2025-06-29,Level up: 1 grade
EVT003756,EMP02849,Salary Increase,2024-03-05,+4.9%
EVT003757,EMP02849,Salary Increase,2024-08-19,+5.4%
EVT003758,EMP02850,Salary Increase,2024-09-12,+7.3%
EVT003759,EMP02851,Salary Increase,2023-12-26,+11.2%
EVT003760,EMP02851,Salary Increase,2024-10-29,+7.1%
EVT003761,EMP02851,Salary Increase,2024-08-05,+4.8%
EVT003762,EMP02852,Salary Increase,2024-05-30,+3.9%
EVT003763,EMP02855,Salary Increase,2023-12-09,+7.2%
EVT003764,EMP02856,Salary Increase,2023-05-14,+5.5%
EVT003765,EMP02856,Salary Increase,2024-09-01,+10.1%
EVT003766,EMP02856,Salary Increase,2024-06-18,+6.3%
EVT003767,EMP02856,Exit,2023-12-02,Voluntary - Personal Reasons
EVT003768,EMP02857,Salary Increase,2024-03-09,+6.0%
EVT003769,EMP02862,Promotion,2024-04-07,Level up: 1 grade
EVT003770,EMP02862,Salary Increase,2023-01-11,+3.6%
EVT003771,EMP02864,Salary Increase,2024-08-20,+6.2%
EVT003772,EMP02866,Salary Increase,2024-03-25,+5.1%
EVT003773,EMP02866,Salary Increase,2023-10-25,+4.9%
EVT003774,EMP02866,Salary Increase,2024-10-31,+6.4%
EVT003775,EMP02866,Salary Increase,2023-04-02,+8.9%
EVT003776,EMP02867,Salary Increase,2024-11-19,+7.6%
EVT003777,EMP02868,Exit,2024-10-06,Voluntary - Better Opportunity
EVT003778,EMP02869,Salary Increase,2023-06-15,+5.9%
EVT003779,EMP02871,Salary Increase,2024-01-09,+7.9%
EVT003780,EMP02871,Salary Increase,2024-06-23,+5.9%
EVT003781,EMP02871,Salary Increase,2023-04-23,+13.0%
EVT003782,EMP02871,Salary Increase,2023-05-19,+3.0%
EVT003783,EMP02873,Promotion,2023-10-28,Level up: 2 grades
EVT003784,EMP02873,Salary Increase,2024-01-12,+4.9%
EVT003785,EMP02873,Salary Increase,2024-06-10,+3.5%
EVT003786,EMP02874,Promotion,2024-05-18,Level up: 1 grade
EVT003787,EMP02875,Promotion,2023-09-07,Level up: 1 grade
EVT003788,EMP02877,Promotion,2023-10-17,Level up: 1 grade
EVT003789,EMP02877,Salary Increase,2023-09-06,+3.3%
EVT003790,EMP02879,Promotion,2023-11-17,Level up: 1 grade
EVT003791,EMP02879,Salary Increase,2023-02-13,+7.5%
EVT003792,EMP02879,Salary Increase,2025-04-13,+8.8%
EVT003793,EMP02879,Salary Increase,2025-06-30,+7.8%
EVT003794,EMP02881,Promotion,2025-06-15,Level up: 1 grade
EVT003795,EMP02883,Salary Increase,2023-01-23,+7.9%
EVT003796,EMP02884,Salary Increase,2024-06-23,+7.6%
EVT003797,EMP02884,Salary Increase,2023-01-08,+7.7%
EVT003798,EMP02886,Salary Increase,2023-11-26,+5.3%
EVT003799,EMP02886,Salary Increase,2023-11-26,+6.7%
EVT003800,EMP02886,Salary Increase,2023-04-18,+4.5%
EVT003801,EMP02887,Promotion,2025-04-28,Level up: 1 grade
EVT003802,EMP02887,Salary Increase,2024-10-27,+8.8%
EVT003803,EMP02888,Salary Increase,2023-01-29,+4.5%
EVT003804,EMP02888,Salary Increase,2023-04-13,+4.1%
EVT003805,EMP02889,Salary Increase,2024-06-29,+3.3%
EVT003806,EMP02890,Promotion,2024-05-24,Level up: 1 grade
EVT003807,EMP02890,Salary Increase,2024-10-12,+7.4%
EVT003808,EMP02890,Salary Increase,2024-12-27,+3.8%
EVT003809,EMP02892,Salary Increase,2023-08-07,+5.5%
EVT003810,EMP02892,Salary Increase,2023-05-15,+3.0%
EVT003811,EMP02893,Salary Increase,2023-03-17,+2.1%
EVT003812,EMP02893,Salary Increase,2024-03-18,+6.3%
EVT003813,EMP02894,Promotion,2024-10-03,Level up: 2 grades
EVT003814,EMP02894,Salary Increase,2023-02-24,+5.8%
EVT003815,EMP02895,Salary Increase,2024-12-17,+7.4%
EVT003816,EMP02895,Salary Increase,2023-10-15,+7.2%
EVT003817,EMP02896,Promotion,2024-09-13,Level up: 1 grade
EVT003818,EMP02897,Salary Increase,2025-06-15,+2.6%
EVT003819,EMP02898,Salary Increase,2023-11-24,+6.0%
EVT003820,EMP02898,Exit,2024-05-06,Voluntary - Compensation
EVT003821,EMP02901,Salary Increase,2023-12-21,+2.2%
EVT003822,EMP02901,Salary Increase,2023-04-29,+4.5%
EVT003823,EMP02901,Salary Increase,2024-08-13,+1.8%
EVT003824,EMP02902,Salary Increase,2024-06-02,+6.0%
EVT003825,EMP02902,Salary Increase,2024-10-09,+8.1%
EVT003826,EMP02902,Salary Increase,2023-08-12,+5.3%
EVT003827,EMP02904,Salary Increase,2024-07-14,+5.1%
EVT003828,EMP02904,Salary Increase,2024-08-08,+8.3%
EVT003829,EMP02906,Promotion,2023-08-12,Level up: 1 grade
EVT003830,EMP02906,Salary Increase,2025-04-07,+7.6%
EVT003831,EMP02907,Salary Increase,2023-09-25,+4.1%
EVT003832,EMP02907,Salary Increase,2024-05-19,+6.5%
EVT003833,EMP02908,Salary Increase,2023-07-16,+6.3%
EVT003834,EMP02909,Salary Increase,2023-04-20,+5.4%
EVT003835,EMP02910,Salary Increase,2023-01-25,+7.3%
EVT003836,EMP02910,Salary Increase,2023-07-28,+3.3%
