performance_id,employee_id,review_period,review_date,performance_score_1to5,manager_rating_1to5,goals_total,goals_achieved,goal_completion_rate_pct,peer_feedback_score_1to5,had_recent_training_last_180d
PRF014384,EMP03322,2023-H1,2023-06-30,3.94,3.0,3,3,88.4,3.25,True
PRF014385,EMP03322,2023-H2,2023-12-31,3.97,4.0,5,4,82.4,4.51,True
PRF014386,EMP03322,2024-H1,2024-06-30,4.15,4.0,3,3,88.3,3.73,True
PRF014387,EMP03322,2024-H2,2024-12-31,4.31,4.0,5,4,88.8,4.03,True
PRF014388,EMP03322,2025-H1,2025-06-30,4.33,4.0,3,2,83.3,5.0,False
PRF014389,EMP03323,2023-H1,2023-06-30,3.11,3.0,5,3,67.6,3.49,False
PRF014390,EMP03323,2023-H2,2023-12-31,3.16,3.0,3,2,59.0,2.94,True
PRF014391,EMP03323,2024-H1,2024-06-30,3.23,3.0,7,5,77.5,3.03,True
PRF014392,EMP03323,2024-H2,2024-12-31,3.46,3.0,7,5,74.4,4.03,True
PRF014393,EMP03323,2025-H1,2025-06-30,3.4,3.0,5,3,66.4,3.21,True
PRF014394,EMP03324,2023-H1,2023-06-30,3.35,4.0,5,3,61.4,3.8,False
PRF014395,EMP03324,2023-H2,2023-12-31,3.46,4.0,5,4,79.0,2.96,True
PRF014396,EMP03324,2024-H1,2024-06-30,3.75,4.0,7,5,74.9,4.3,True
PRF014397,EMP03324,2024-H2,2024-12-31,3.78,4.0,4,3,79.6,3.8,False
PRF014398,EMP03324,2025-H1,2025-06-30,3.85,4.0,6,4,63.9,4.17,True
PRF014399,EMP03325,2023-H1,2023-06-30,3.01,3.0,7,3,47.1,3.93,False
PRF014400,EMP03325,2023-H2,2023-12-31,2.98,2.0,6,4,67.4,3.04,False
PRF014401,EMP03325,2024-H1,2024-06-30,3.05,4.0,7,4,55.7,3.3,True
PRF014402,EMP03325,2024-H2,2024-12-31,2.91,4.0,6,4,64.8,2.92,True
PRF014403,EMP03325,2025-H1,2025-06-30,2.95,3.0,3,2,62.1,2.42,True
PRF014404,EMP03326,2023-H2,2023-12-31,3.57,3.0,3,2,59.1,4.28,True
PRF014405,EMP03326,2024-H1,2024-06-30,3.59,3.0,7,5,72.3,3.16,False
PRF014406,EMP03326,2024-H2,2024-12-31,3.89,4.0,7,5,70.5,4.35,True
PRF014407,EMP03326,2025-H1,2025-06-30,3.78,4.0,7,5,65.0,3.03,True
PRF014408,EMP03327,2023-H1,2023-06-30,3.09,3.0,4,2,60.1,2.26,True
PRF014409,EMP03327,2023-H2,2023-12-31,3.0,3.0,7,5,77.8,3.72,False
PRF014410,EMP03327,2024-H1,2024-06-30,2.82,2.0,5,3,61.7,3.17,False
PRF014411,EMP03327,2024-H2,2024-12-31,2.86,3.0,4,3,80.0,3.63,True
PRF014412,EMP03327,2025-H1,2025-06-30,2.95,3.0,5,3,58.5,2.73,False
PRF014413,EMP03328,2023-H1,2023-06-30,3.12,3.0,4,3,64.6,2.68,False
PRF014414,EMP03328,2023-H2,2023-12-31,3.29,4.0,6,4,68.4,3.36,True
PRF014415,EMP03328,2024-H1,2024-06-30,3.42,3.0,6,4,70.7,3.64,True
PRF014416,EMP03328,2024-H2,2024-12-31,3.15,3.0,6,4,73.9,3.71,False
PRF014417,EMP03328,2025-H1,2025-06-30,3.12,3.0,3,2,65.5,2.67,True
PRF014418,EMP03329,2023-H1,2023-06-30,2.71,3.0,5,2,49.9,1.71,True
PRF014419,EMP03329,2023-H2,2023-12-31,2.6,2.0,7,3,44.1,2.26,True
PRF014420,EMP03329,2024-H1,2024-06-30,2.67,2.0,4,2,55.4,2.57,True
PRF014421,EMP03329,2024-H2,2024-12-31,2.65,3.0,4,3,70.0,3.4,False
PRF014422,EMP03329,2025-H1,2025-06-30,2.7,3.0,7,4,61.8,2.4,False
PRF014423,EMP03330,2023-H1,2023-06-30,2.84,2.0,4,3,75.2,3.12,True
PRF014424,EMP03330,2023-H2,2023-12-31,2.95,3.0,6,4,62.4,3.69,True
PRF014425,EMP03330,2024-H1,2024-06-30,3.16,4.0,4,3,66.3,3.98,True
PRF014426,EMP03330,2024-H2,2024-12-31,3.48,4.0,3,2,78.0,3.82,True
PRF014427,EMP03330,2025-H1,2025-06-30,3.77,4.0,5,4,76.2,4.42,True
PRF014428,EMP03331,2023-H1,2023-06-30,4.28,5.0,5,4,88.4,4.91,False
PRF014429,EMP03331,2023-H2,2023-12-31,4.2,4.0,6,6,100.0,4.79,True
PRF014430,EMP03331,2024-H1,2024-06-30,4.12,5.0,5,5,100.0,4.7,True
PRF014431,EMP03331,2024-H2,2024-12-31,4.1,4.0,6,4,69.6,3.15,True
PRF014432,EMP03331,2025-H1,2025-06-30,4.07,4.0,3,3,86.5,4.31,False
PRF014433,EMP03332,2023-H1,2023-06-30,4.34,5.0,5,4,75.8,4.48,False
PRF014434,EMP03332,2023-H2,2023-12-31,4.22,5.0,4,4,95.5,3.65,False
PRF014435,EMP03332,2024-H1,2024-06-30,4.27,5.0,3,2,81.3,4.37,False
PRF014436,EMP03332,2024-H2,2024-12-31,4.19,4.0,5,4,86.9,4.43,False
PRF014437,EMP03332,2025-H1,2025-06-30,4.22,4.0,4,3,73.7,4.6,False
PRF014438,EMP03333,2024-H1,2024-06-30,3.61,3.0,6,5,90.7,4.3,False
PRF014439,EMP03333,2024-H2,2024-12-31,3.81,4.0,4,3,72.0,2.96,True
PRF014440,EMP03333,2025-H1,2025-06-30,3.86,3.0,6,5,86.1,3.55,True
PRF014441,EMP03334,2023-H2,2023-12-31,3.68,4.0,3,2,59.1,4.32,False
PRF014442,EMP03334,2024-H1,2024-06-30,3.85,3.0,7,6,83.4,3.21,True
PRF014443,EMP03334,2024-H2,2024-12-31,4.02,5.0,4,3,75.3,4.22,True
PRF014444,EMP03334,2025-H1,2025-06-30,3.98,4.0,4,4,89.8,3.26,False
PRF014445,EMP03335,2023-H1,2023-06-30,2.99,2.0,3,2,57.8,2.67,False
PRF014446,EMP03335,2023-H2,2023-12-31,3.07,3.0,4,3,78.3,3.06,True
PRF014447,EMP03335,2024-H1,2024-06-30,3.25,3.0,7,4,63.3,2.58,True
PRF014448,EMP03335,2024-H2,2024-12-31,3.28,3.0,4,2,59.3,2.66,False
PRF014449,EMP03335,2025-H1,2025-06-30,3.48,3.0,5,4,71.7,3.89,True
PRF014450,EMP03336,2023-H1,2023-06-30,2.52,2.0,5,3,50.9,2.85,True
PRF014451,EMP03336,2023-H2,2023-12-31,2.7,2.0,6,4,59.3,2.75,True
PRF014452,EMP03336,2024-H1,2024-06-30,2.66,2.0,6,3,48.1,2.47,False
PRF014453,EMP03336,2024-H2,2024-12-31,2.77,3.0,3,2,51.6,2.5,True
PRF014454,EMP03336,2025-H1,2025-06-30,2.92,3.0,7,4,53.7,3.22,True
PRF014455,EMP03337,2023-H1,2023-06-30,3.55,4.0,7,4,61.1,4.0,True
PRF014456,EMP03337,2023-H2,2023-12-31,3.65,4.0,3,2,62.3,3.25,True
PRF014457,EMP03337,2024-H1,2024-06-30,3.94,3.0,6,5,80.8,4.02,True
PRF014458,EMP03337,2024-H2,2024-12-31,4.2,5.0,7,7,92.9,3.69,True
PRF014459,EMP03337,2025-H1,2025-06-30,4.33,5.0,7,6,80.4,4.91,True
PRF014460,EMP03338,2023-H1,2023-06-30,2.28,2.0,3,2,54.2,1.92,True
PRF014461,EMP03338,2023-H2,2023-12-31,2.41,2.0,3,2,51.7,2.73,True
PRF014462,EMP03338,2024-H1,2024-06-30,2.43,2.0,4,2,48.6,3.08,False
PRF014463,EMP03338,2024-H2,2024-12-31,2.55,2.0,6,2,38.8,3.07,False
PRF014464,EMP03338,2025-H1,2025-06-30,2.69,3.0,3,1,43.3,2.11,True
PRF014465,EMP03339,2023-H1,2023-06-30,3.11,3.0,3,2,60.8,3.19,True
PRF014466,EMP03339,2023-H2,2023-12-31,3.18,2.0,3,2,64.2,3.4,False
PRF014467,EMP03339,2024-H1,2024-06-30,3.34,3.0,3,2,78.8,3.14,True
PRF014468,EMP03339,2024-H2,2024-12-31,3.44,4.0,4,3,68.4,4.27,True
PRF014469,EMP03339,2025-H1,2025-06-30,3.49,3.0,7,5,76.6,4.34,True
PRF014470,EMP03340,2023-H1,2023-06-30,4.21,4.0,5,4,78.2,3.57,False
PRF014471,EMP03340,2023-H2,2023-12-31,4.43,4.0,6,5,86.1,5.0,True
PRF014472,EMP03340,2024-H1,2024-06-30,4.68,5.0,4,4,97.6,4.42,True
PRF014473,EMP03340,2024-H2,2024-12-31,4.52,4.0,4,4,92.8,4.24,False
PRF014474,EMP03340,2025-H1,2025-06-30,4.72,5.0,6,6,100.0,3.58,True
PRF014475,EMP03341,2024-H1,2024-06-30,3.91,3.0,5,4,87.5,3.27,True
PRF014476,EMP03341,2024-H2,2024-12-31,3.94,4.0,5,4,75.8,2.97,False
PRF014477,EMP03341,2025-H1,2025-06-30,4.18,4.0,3,2,74.7,4.05,True
PRF014478,EMP03342,2023-H1,2023-06-30,2.59,3.0,5,2,42.0,2.06,True
PRF014479,EMP03342,2023-H2,2023-12-31,2.77,2.0,7,4,54.0,2.43,False
PRF014480,EMP03342,2024-H1,2024-06-30,2.8,3.0,3,2,55.4,2.82,True
PRF014481,EMP03342,2024-H2,2024-12-31,2.88,,7,4,53.3,2.32,False
PRF014482,EMP03342,2025-H1,2025-06-30,2.8,,5,3,58.7,3.69,True
PRF014483,EMP03343,2023-H1,2023-06-30,3.13,3.0,4,3,72.7,3.74,True
PRF014484,EMP03343,2023-H2,2023-12-31,3.15,3.0,5,3,56.0,2.61,False
PRF014485,EMP03343,2024-H1,2024-06-30,3.34,3.0,5,3,68.7,3.42,True
PRF014486,EMP03343,2024-H2,2024-12-31,3.32,4.0,5,4,72.0,3.04,True
PRF014487,EMP03343,2025-H1,2025-06-30,3.25,4.0,3,2,80.6,3.52,False
PRF014488,EMP03344,2023-H1,2023-06-30,3.55,4.0,3,2,68.6,3.84,True
PRF014489,EMP03344,2023-H2,2023-12-31,3.6,4.0,4,3,75.3,2.86,True
PRF014490,EMP03344,2024-H1,2024-06-30,3.64,3.0,6,5,89.3,3.28,True
PRF014491,EMP03344,2024-H2,2024-12-31,3.67,3.0,4,3,81.2,4.18,True
PRF014492,EMP03344,2025-H1,2025-06-30,3.7,3.0,5,4,77.4,3.47,True
PRF014493,EMP03345,2023-H1,2023-06-30,2.53,2.0,4,2,44.9,2.31,False
PRF014494,EMP03345,2023-H2,2023-12-31,2.52,3.0,5,3,53.9,2.6,True
PRF014495,EMP03345,2024-H1,2024-06-30,2.81,3.0,7,3,44.2,3.09,True
PRF014496,EMP03345,2024-H2,2024-12-31,2.74,2.0,5,2,40.7,2.38,False
PRF014497,EMP03345,2025-H1,2025-06-30,2.91,3.0,7,5,71.9,2.47,True
PRF014498,EMP03346,2024-H2,2024-12-31,2.91,3.0,4,2,61.1,3.2,True
PRF014499,EMP03346,2025-H1,2025-06-30,3.01,3.0,7,5,67.5,3.0,False
PRF014500,EMP03347,2023-H1,2023-06-30,2.9,3.0,5,3,55.4,2.66,True
PRF014501,EMP03347,2023-H2,2023-12-31,2.92,3.0,6,3,48.4,2.81,True
PRF014502,EMP03347,2024-H1,2024-06-30,3.13,3.0,3,1,49.1,3.06,True
PRF014503,EMP03347,2024-H2,2024-12-31,3.04,2.0,5,3,57.4,3.25,True
PRF014504,EMP03347,2025-H1,2025-06-30,2.95,4.0,6,3,56.9,2.61,False
PRF014505,EMP03348,2023-H1,2023-06-30,2.96,3.0,7,4,56.8,3.04,True
PRF014506,EMP03348,2023-H2,2023-12-31,3.11,3.0,4,2,56.0,3.18,True
PRF014507,EMP03348,2024-H1,2024-06-30,3.27,3.0,4,3,67.1,3.31,True
PRF014508,EMP03348,2024-H2,2024-12-31,3.4,3.0,4,2,54.8,3.11,True
PRF014509,EMP03348,2025-H1,2025-06-30,3.49,4.0,7,4,61.7,2.45,False
PRF014510,EMP03349,2023-H2,2023-12-31,4.66,4.0,6,5,89.6,4.61,False
PRF014511,EMP03349,2024-H1,2024-06-30,4.59,,4,3,76.3,4.28,False
PRF014512,EMP03349,2024-H2,2024-12-31,4.8,5.0,4,4,100.0,4.13,True
PRF014513,EMP03349,2025-H1,2025-06-30,4.76,5.0,5,5,100.0,5.0,True
PRF014514,EMP03350,2023-H1,2023-06-30,2.8,3.0,4,2,59.4,2.94,True
PRF014515,EMP03350,2023-H2,2023-12-31,2.8,2.0,5,3,54.3,2.86,False
PRF014516,EMP03350,2024-H1,2024-06-30,2.85,3.0,5,3,61.2,2.47,True
PRF014517,EMP03350,2024-H2,2024-12-31,2.92,4.0,5,3,56.3,1.77,True
PRF014518,EMP03350,2025-H1,2025-06-30,3.16,3.0,3,2,54.7,3.03,True
PRF014519,EMP03351,2024-H1,2024-06-30,3.19,3.0,7,3,48.3,1.89,False
PRF014520,EMP03351,2024-H2,2024-12-31,3.2,4.0,3,2,63.3,3.18,True
PRF014521,EMP03351,2025-H1,2025-06-30,3.38,4.0,7,4,62.3,3.96,True
PRF014522,EMP03352,2023-H1,2023-06-30,2.5,2.0,6,3,45.2,1.25,True
PRF014523,EMP03352,2023-H2,2023-12-31,2.47,2.0,4,2,43.1,2.88,False
PRF014524,EMP03352,2024-H1,2024-06-30,2.59,3.0,3,1,33.2,2.36,True
PRF014525,EMP03352,2024-H2,2024-12-31,2.75,3.0,4,2,49.8,2.99,True
PRF014526,EMP03352,2025-H1,2025-06-30,2.86,3.0,4,2,45.7,2.78,True
PRF014527,EMP03353,2024-H1,2024-06-30,4.3,4.0,6,6,100.0,4.96,False
PRF014528,EMP03353,2024-H2,2024-12-31,4.25,5.0,6,5,87.9,4.3,False
PRF014529,EMP03353,2025-H1,2025-06-30,4.32,5.0,4,3,78.0,4.05,False
PRF014530,EMP03354,2023-H1,2023-06-30,2.59,3.0,5,2,30.0,2.09,False
PRF014531,EMP03354,2023-H2,2023-12-31,2.79,3.0,5,3,55.5,2.05,True
PRF014532,EMP03354,2024-H1,2024-06-30,3.04,3.0,7,4,63.3,2.56,False
PRF014533,EMP03354,2024-H2,2024-12-31,3.26,,5,3,56.8,2.7,True
PRF014534,EMP03354,2025-H1,2025-06-30,3.25,3.0,6,3,50.0,3.48,True
PRF014535,EMP03355,2023-H2,2023-12-31,3.0,3.0,4,2,59.1,3.18,True
PRF014536,EMP03355,2024-H1,2024-06-30,3.0,3.0,4,2,61.0,2.85,False
PRF014537,EMP03355,2024-H2,2024-12-31,3.1,3.0,7,5,67.2,2.81,False
PRF014538,EMP03355,2025-H1,2025-06-30,3.26,3.0,3,2,61.7,3.43,True
PRF014539,EMP03356,2023-H1,2023-06-30,2.87,2.0,6,4,60.6,2.68,False
PRF014540,EMP03356,2023-H2,2023-12-31,2.76,3.0,4,2,49.9,2.49,False
PRF014541,EMP03356,2024-H1,2024-06-30,2.94,4.0,6,4,65.4,3.97,True
PRF014542,EMP03356,2024-H2,2024-12-31,2.97,3.0,5,2,48.6,3.25,False
PRF014543,EMP03356,2025-H1,2025-06-30,3.04,3.0,6,3,57.5,2.61,False
PRF014544,EMP03357,2023-H1,2023-06-30,3.16,4.0,3,2,63.7,3.2,False
PRF014545,EMP03357,2023-H2,2023-12-31,3.41,3.0,6,5,80.9,3.81,True
PRF014546,EMP03357,2024-H1,2024-06-30,3.76,4.0,7,5,68.9,3.77,True
PRF014547,EMP03357,2024-H2,2024-12-31,3.69,3.0,5,4,87.5,4.3,True
PRF014548,EMP03357,2025-H1,2025-06-30,3.89,4.0,6,5,75.7,3.04,False
PRF014549,EMP03358,2023-H1,2023-06-30,3.32,,5,3,51.1,3.4,True
PRF014550,EMP03358,2023-H2,2023-12-31,3.32,3.0,7,5,70.1,2.97,True
PRF014551,EMP03358,2024-H1,2024-06-30,3.25,3.0,4,2,58.2,3.24,True
PRF014552,EMP03358,2024-H2,2024-12-31,3.38,3.0,3,2,71.3,3.22,False
PRF014553,EMP03358,2025-H1,2025-06-30,3.57,3.0,7,5,65.7,3.69,True
PRF014554,EMP03359,2023-H1,2023-06-30,3.31,4.0,4,3,74.9,3.23,True
PRF014555,EMP03359,2023-H2,2023-12-31,3.46,3.0,6,5,81.3,3.68,True
PRF014556,EMP03359,2024-H1,2024-06-30,3.47,3.0,3,2,80.9,4.23,True
PRF014557,EMP03359,2024-H2,2024-12-31,3.5,4.0,3,2,80.3,3.07,False
PRF014558,EMP03359,2025-H1,2025-06-30,3.45,4.0,4,3,68.3,2.64,False
PRF014559,EMP03360,2023-H1,2023-06-30,3.54,4.0,3,2,72.9,3.5,False
PRF014560,EMP03360,2023-H2,2023-12-31,3.63,4.0,4,3,79.3,3.51,False
PRF014561,EMP03360,2024-H1,2024-06-30,3.67,3.0,5,4,71.5,3.39,False
PRF014562,EMP03360,2024-H2,2024-12-31,3.7,4.0,4,2,62.3,3.46,True
PRF014563,EMP03360,2025-H1,2025-06-30,3.54,4.0,6,5,75.4,2.95,False
PRF014564,EMP03361,2024-H1,2024-06-30,2.68,2.0,7,5,66.2,2.15,True
PRF014565,EMP03361,2024-H2,2024-12-31,2.66,3.0,3,2,57.7,2.52,False
PRF014566,EMP03361,2025-H1,2025-06-30,2.44,2.0,4,2,49.3,2.22,False
PRF014567,EMP03362,2023-H1,2023-06-30,3.56,,5,4,74.0,3.91,False
PRF014568,EMP03362,2023-H2,2023-12-31,3.65,3.0,4,3,62.7,4.0,False
PRF014569,EMP03362,2024-H1,2024-06-30,3.63,4.0,4,3,62.6,3.57,True
PRF014570,EMP03362,2024-H2,2024-12-31,3.69,4.0,6,4,67.9,3.56,True
PRF014571,EMP03362,2025-H1,2025-06-30,3.8,4.0,6,4,67.3,3.76,True
PRF014572,EMP03363,2023-H1,2023-06-30,3.33,3.0,4,2,59.1,3.27,True
PRF014573,EMP03363,2023-H2,2023-12-31,3.6,4.0,4,3,74.0,3.25,True
PRF014574,EMP03363,2024-H1,2024-06-30,3.51,4.0,6,4,74.3,2.92,False
PRF014575,EMP03363,2024-H2,2024-12-31,3.59,4.0,3,2,61.1,3.46,False
PRF014576,EMP03363,2025-H1,2025-06-30,3.72,,4,3,83.8,3.61,True
PRF014577,EMP03364,2023-H1,2023-06-30,2.66,2.0,4,2,50.7,2.26,True
PRF014578,EMP03364,2023-H2,2023-12-31,2.52,3.0,7,4,56.2,2.29,True
PRF014579,EMP03364,2024-H1,2024-06-30,2.46,3.0,4,2,57.6,2.03,True
PRF014580,EMP03364,2024-H2,2024-12-31,2.42,2.0,5,2,48.1,2.36,False
PRF014581,EMP03364,2025-H1,2025-06-30,2.54,3.0,5,2,48.9,1.69,True
PRF014582,EMP03365,2023-H1,2023-06-30,2.91,3.0,3,2,80.3,3.75,True
PRF014583,EMP03365,2023-H2,2023-12-31,2.94,3.0,7,4,51.0,2.92,False
PRF014584,EMP03365,2024-H1,2024-06-30,2.84,3.0,6,3,51.7,3.2,False
PRF014585,EMP03365,2024-H2,2024-12-31,2.92,3.0,3,2,59.2,3.28,True
PRF014586,EMP03365,2025-H1,2025-06-30,3.09,3.0,4,2,54.8,2.71,True
PRF014587,EMP03366,2023-H1,2023-06-30,3.67,3.0,4,3,80.3,3.62,True
PRF014588,EMP03366,2023-H2,2023-12-31,3.92,4.0,4,3,70.7,4.43,True
PRF014589,EMP03366,2024-H1,2024-06-30,3.9,4.0,7,5,76.0,4.17,True
PRF014590,EMP03366,2024-H2,2024-12-31,3.87,3.0,6,5,82.0,4.31,False
PRF014591,EMP03366,2025-H1,2025-06-30,3.89,3.0,5,3,65.4,3.16,False
PRF014592,EMP03367,2023-H1,2023-06-30,3.73,4.0,6,4,67.7,2.82,True
PRF014593,EMP03367,2023-H2,2023-12-31,3.76,4.0,4,3,69.9,4.68,True
PRF014594,EMP03367,2024-H1,2024-06-30,4.0,4.0,3,2,74.4,3.54,False
PRF014595,EMP03367,2024-H2,2024-12-31,3.79,5.0,7,5,69.6,4.31,False
PRF014596,EMP03367,2025-H1,2025-06-30,4.02,4.0,6,5,82.1,4.49,True
PRF014597,EMP03368,2023-H1,2023-06-30,3.3,3.0,7,5,75.3,2.52,False
PRF014598,EMP03368,2023-H2,2023-12-31,3.29,3.0,7,6,83.7,3.12,False
PRF014599,EMP03368,2024-H1,2024-06-30,3.25,3.0,4,2,56.7,3.43,False
PRF014600,EMP03368,2024-H2,2024-12-31,3.33,3.0,4,2,59.4,2.9,False
PRF014601,EMP03368,2025-H1,2025-06-30,3.31,3.0,4,2,60.4,3.87,False
PRF014602,EMP03369,2023-H1,2023-06-30,4.06,4.0,7,6,80.1,4.99,False
PRF014603,EMP03369,2023-H2,2023-12-31,4.25,4.0,7,5,74.1,3.3,True
PRF014604,EMP03369,2024-H1,2024-06-30,4.18,4.0,6,5,86.8,5.0,False
PRF014605,EMP03369,2024-H2,2024-12-31,4.35,4.0,5,4,81.3,4.42,True
PRF014606,EMP03369,2025-H1,2025-06-30,4.47,5.0,5,5,97.9,4.96,False
PRF014607,EMP03370,2023-H1,2023-06-30,2.49,3.0,3,1,38.4,2.28,False
PRF014608,EMP03370,2023-H2,2023-12-31,2.46,2.0,6,4,65.0,2.31,True
PRF014609,EMP03370,2024-H1,2024-06-30,2.42,3.0,3,2,51.8,2.04,False
PRF014610,EMP03370,2024-H2,2024-12-31,2.71,2.0,7,4,57.9,2.69,True
PRF014611,EMP03370,2025-H1,2025-06-30,2.85,3.0,3,1,50.0,1.93,True
PRF014612,EMP03371,2023-H1,2023-06-30,4.27,4.0,5,4,86.8,4.65,False
PRF014613,EMP03371,2023-H2,2023-12-31,4.27,4.0,5,4,81.3,3.77,False
PRF014614,EMP03371,2024-H1,2024-06-30,4.34,5.0,4,3,80.2,4.87,True
PRF014615,EMP03371,2024-H2,2024-12-31,4.5,4.0,3,3,89.6,3.16,False
PRF014616,EMP03371,2025-H1,2025-06-30,4.62,4.0,6,5,86.3,5.0,True
PRF014617,EMP03372,2023-H1,2023-06-30,2.59,3.0,4,2,48.4,2.16,True
PRF014618,EMP03372,2023-H2,2023-12-31,2.57,2.0,3,2,52.6,2.58,True
PRF014619,EMP03372,2024-H1,2024-06-30,2.61,3.0,6,3,42.7,3.06,True
PRF014620,EMP03372,2024-H2,2024-12-31,2.63,3.0,6,3,54.3,3.12,True
PRF014621,EMP03372,2025-H1,2025-06-30,2.66,3.0,4,2,49.2,2.64,False
PRF014622,EMP03373,2023-H1,2023-06-30,3.35,4.0,5,3,66.4,3.68,True
PRF014623,EMP03373,2023-H2,2023-12-31,3.37,4.0,3,2,60.8,3.46,False
PRF014624,EMP03373,2024-H1,2024-06-30,3.41,3.0,3,2,72.4,3.57,False
PRF014625,EMP03373,2024-H2,2024-12-31,3.41,4.0,6,4,61.8,2.84,True
PRF014626,EMP03373,2025-H1,2025-06-30,3.71,5.0,4,3,78.9,3.82,True
PRF014627,EMP03374,2024-H1,2024-06-30,3.19,3.0,3,2,57.2,2.68,True
PRF014628,EMP03374,2024-H2,2024-12-31,3.03,3.0,3,2,53.0,2.41,True
PRF014629,EMP03374,2025-H1,2025-06-30,3.1,,6,3,57.6,2.85,True
PRF014630,EMP03375,2023-H1,2023-06-30,3.56,3.0,5,3,62.7,3.78,True
PRF014631,EMP03375,2023-H2,2023-12-31,3.7,3.0,4,3,71.5,4.16,False
PRF014632,EMP03375,2024-H1,2024-06-30,3.65,4.0,4,3,66.6,3.23,False
PRF014633,EMP03375,2024-H2,2024-12-31,3.77,3.0,3,2,83.2,4.19,False
PRF014634,EMP03375,2025-H1,2025-06-30,3.72,4.0,7,5,68.3,3.85,False
PRF014635,EMP03376,2023-H1,2023-06-30,3.16,3.0,6,4,66.5,2.97,False
PRF014636,EMP03376,2023-H2,2023-12-31,3.23,4.0,7,5,78.1,2.57,True
PRF014637,EMP03376,2024-H1,2024-06-30,3.41,3.0,3,2,62.8,3.71,True
PRF014638,EMP03376,2024-H2,2024-12-31,3.55,4.0,6,4,64.6,3.32,True
PRF014639,EMP03376,2025-H1,2025-06-30,3.58,4.0,3,2,69.1,3.23,False
PRF014640,EMP03377,2023-H1,2023-06-30,2.78,3.0,7,4,63.2,1.92,True
PRF014641,EMP03377,2023-H2,2023-12-31,2.89,3.0,7,4,54.3,2.86,True
PRF014642,EMP03377,2024-H1,2024-06-30,2.89,3.0,5,3,60.3,3.13,True
PRF014643,EMP03377,2024-H2,2024-12-31,2.93,3.0,3,2,51.1,3.02,False
PRF014644,EMP03377,2025-H1,2025-06-30,2.85,3.0,5,3,55.7,2.64,False
PRF014645,EMP03378,2023-H2,2023-12-31,2.18,2.0,7,2,30.0,2.97,False
PRF014646,EMP03378,2024-H1,2024-06-30,2.12,2.0,7,3,48.3,2.15,False
PRF014647,EMP03378,2024-H2,2024-12-31,2.1,2.0,4,2,48.5,2.96,True
PRF014648,EMP03378,2025-H1,2025-06-30,1.92,2.0,7,3,40.7,1.61,False
PRF014649,EMP03379,2024-H1,2024-06-30,3.04,3.0,3,2,59.4,2.77,True
PRF014650,EMP03379,2024-H2,2024-12-31,3.3,3.0,6,4,65.7,3.7,True
PRF014651,EMP03379,2025-H1,2025-06-30,3.39,4.0,5,3,69.0,3.15,True
PRF014652,EMP03380,2023-H1,2023-06-30,3.07,3.0,7,4,58.4,3.48,False
PRF014653,EMP03380,2023-H2,2023-12-31,3.08,,3,2,55.3,3.89,True
PRF014654,EMP03380,2024-H1,2024-06-30,3.09,,4,2,60.7,3.76,True
PRF014655,EMP03380,2024-H2,2024-12-31,3.28,3.0,6,4,74.8,3.42,False
PRF014656,EMP03380,2025-H1,2025-06-30,3.31,3.0,4,3,68.0,3.55,False
PRF014657,EMP03381,2024-H1,2024-06-30,2.8,3.0,7,4,55.3,2.41,False
PRF014658,EMP03381,2024-H2,2024-12-31,3.05,3.0,7,4,53.3,3.45,True
PRF014659,EMP03381,2025-H1,2025-06-30,3.4,4.0,3,2,70.2,2.84,True
PRF014660,EMP03382,2023-H1,2023-06-30,4.01,3.0,4,3,84.6,3.74,True
PRF014661,EMP03382,2023-H2,2023-12-31,4.08,4.0,4,3,71.4,3.53,False
PRF014662,EMP03382,2024-H1,2024-06-30,4.36,5.0,3,2,81.7,3.55,True
PRF014663,EMP03382,2024-H2,2024-12-31,4.47,5.0,5,4,86.0,4.67,False
PRF014664,EMP03382,2025-H1,2025-06-30,4.65,4.0,4,3,85.7,4.72,True
PRF014665,EMP03383,2023-H1,2023-06-30,4.44,5.0,3,3,90.0,4.66,True
PRF014666,EMP03383,2023-H2,2023-12-31,4.66,5.0,6,5,78.7,4.2,True
PRF014667,EMP03383,2024-H1,2024-06-30,4.73,5.0,6,5,85.1,4.37,False
PRF014668,EMP03383,2024-H2,2024-12-31,4.74,5.0,4,3,78.3,4.7,True
PRF014669,EMP03383,2025-H1,2025-06-30,4.93,5.0,4,4,94.4,4.31,False
PRF014670,EMP03384,2023-H1,2023-06-30,3.75,4.0,7,6,80.8,3.87,True
PRF014671,EMP03384,2023-H2,2023-12-31,3.58,3.0,5,3,66.9,3.58,False
PRF014672,EMP03384,2024-H1,2024-06-30,3.58,4.0,4,3,72.0,3.2,True
PRF014673,EMP03384,2024-H2,2024-12-31,3.79,3.0,6,5,76.6,4.46,True
PRF014674,EMP03384,2025-H1,2025-06-30,3.83,4.0,6,4,60.6,4.0,True
PRF014675,EMP03385,2023-H1,2023-06-30,3.61,3.0,7,6,83.1,3.87,False
PRF014676,EMP03385,2023-H2,2023-12-31,3.6,4.0,6,5,79.3,4.03,False
PRF014677,EMP03385,2024-H1,2024-06-30,3.72,4.0,3,2,72.7,3.39,True
PRF014678,EMP03385,2024-H2,2024-12-31,3.74,4.0,5,4,72.0,3.58,True
PRF014679,EMP03385,2025-H1,2025-06-30,3.71,4.0,5,4,72.2,4.12,False
