employee_id,department,country,job_level,gender,age,hire_date,tenure_days_as_of_2025_06_30,annual_salary_usd,manager_id,is_remote,employment_status
EMP02935,Customer Support,India,Manager,Male,30,2023-05-29,763,50000.0,EMP03401,True,Active
EMP02936,Engineering,Germany,Individual Contributor,Male,30,2023-02-19,862,51300.0,EMP03400,True,Active
EMP02937,Engineering,India,Individual Contributor,Female,28,2022-11-02,971,23500.0,EMP01653,False,Active
EMP02938,Sales,Germany,Individual Contributor,Female,27,2024-01-09,538,52000.0,EMP02461,True,Active
EMP02939,Sales,UAE,Team Lead,Female,37,2018-03-17,2662,82700.0,EMP00178,True,Active
EMP02940,Sales,India,Team Lead,Female,30,2024-10-30,243,38700.0,EMP01528,True,Active
EMP02941,Operations,India,Manager,Male,29,2021-10-27,1342,46800.0,EMP01526,False,Active
EMP02942,Sales,Canada,Individual Contributor,Female,35,2023-09-14,655,52600.0,EMP01408,True,Active
EMP02943,Customer Support,UAE,Team Lead,Female,24,2023-10-22,617,66300.0,EMP02940,True,Active
EMP02944,Sales,UAE,Senior IC,Male,26,2018-11-01,2433,65900.0,EMP02025,False,Active
EMP02945,Sales,USA,Individual Contributor,Female,27,2023-03-26,827,55400.0,EMP01628,True,Active
EMP02946,Engineering,USA,Individual Contributor,Female,27,2021-10-21,1348,53400.0,EMP01489,False,Active
EMP02947,Engineering,Brazil,Manager,Male,21,2020-06-25,1831,63700.0,EMP02156,False,Active
EMP02948,Customer Support,India,Individual Contributor,Female,25,2022-08-10,1055,28400.0,EMP00787,False,Active
EMP02949,Operations,Brazil,Senior IC,Male,33,2018-10-10,2455,39900.0,EMP00879,False,Active
EMP02950,Operations,Brazil,Senior IC,Female,25,2024-08-20,314,32300.0,EMP01812,True,Active
EMP02951,Sales,Germany,Individual Contributor,Female,25,2021-08-24,1406,53300.0,EMP01114,False,Terminated
EMP02952,Customer Support,Germany,Director,Male,34,2015-12-25,3475,144000.0,,True,Active
EMP02953,Sales,India,Manager,Female,29,2021-11-14,1324,51300.0,EMP03160,False,Active
EMP02954,Operations,USA,Senior IC,Male,28,2024-12-23,189,74800.0,EMP01257,True,Active
EMP02955,Engineering,Brazil,Team Lead,Female,26,2021-07-19,1442,53900.0,EMP02013,False,Active
EMP02956,Engineering,Brazil,Senior IC,Male,35,2018-01-05,2733,38200.0,EMP01000,True,Active
EMP02957,Sales,India,Team Lead,Female,22,2023-05-21,771,38000.0,EMP02757,False,Active
EMP02958,Sales,Brazil,Individual Contributor,Male,25,2023-05-29,763,32200.0,EMP00774,True,Active
EMP02959,Sales,India,Senior IC,Male,36,2020-11-01,1702,37800.0,EMP01814,True,Active
EMP02960,Operations,Brazil,Individual Contributor,Male,25,2021-05-27,1495,30600.0,EMP01266,False,Active
EMP02961,Customer Support,USA,Senior IC,Female,25,2022-07-12,1084,83700.0,EMP02659,False,Active
EMP02962,Operations,Brazil,Senior IC,Male,21,2023-12-07,571,44400.0,EMP00878,False,Active
EMP02963,Sales,Brazil,Individual Contributor,Male,23,2023-07-25,706,26700.0,EMP00712,True,Active
EMP02964,Customer Support,USA,Director,Female,26,2024-04-19,437,153300.0,,True,Active
EMP02965,Sales,India,Individual Contributor,Male,28,2025-01-14,167,28200.0,EMP01936,False,Active
EMP02966,Engineering,UAE,Individual Contributor,Female,31,2019-04-06,2277,44600.0,EMP02228,True,Active
EMP02967,Engineering,USA,Individual Contributor,Female,28,2020-08-29,1766,54400.0,EMP02757,False,Active
EMP02968,Sales,Brazil,Senior IC,Male,24,2020-12-26,1647,35500.0,EMP01008,True,Active
EMP02969,Engineering,Canada,Individual Contributor,Female,26,2021-01-17,1625,50200.0,EMP00859,False,Active
EMP02970,Sales,UAE,Senior IC,Female,21,2023-01-29,883,63700.0,EMP03480,False,Active
EMP02971,Engineering,Germany,Team Lead,Male,30,2023-04-28,794,80900.0,EMP00412,True,Active
EMP02972,Customer Support,India,Individual Contributor,Male,29,2024-07-15,350,23500.0,EMP02253,False,Active
EMP02973,Sales,Canada,Director,Female,29,2020-05-19,1868,164500.0,,False,Active
EMP02974,Operations,India,Individual Contributor,Female,39,2013-03-05,4500,26900.0,EMP00527,False,Active
EMP02975,Engineering,USA,Senior IC,Female,32,2021-09-01,1398,81400.0,EMP03332,False,Active
EMP02976,Customer Support,USA,Individual Contributor,Male,31,2019-11-16,2053,45900.0,EMP02900,False,Active
EMP02977,Customer Support,UAE,Team Lead,Female,36,2019-11-10,2059,74400.0,EMP00787,False,Active
EMP02978,Customer Support,Germany,Manager,Male,28,2017-09-09,2851,94000.0,EMP02629,False,Active
EMP02979,Customer Support,USA,Individual Contributor,Male,25,2024-02-06,510,55400.0,EMP02667,False,Active
EMP02980,Operations,Germany,Individual Contributor,Male,23,2024-10-26,247,54200.0,EMP01748,False,Active
EMP02981,Customer Support,Brazil,Individual Contributor,Female,30,2022-03-14,1204,29700.0,EMP03340,False,Active
EMP02982,Sales,India,Individual Contributor,Female,21,2022-11-27,946,26400.0,EMP00829,False,Active
EMP02983,Sales,UAE,Director,Female,43,2013-03-05,4500,142600.0,,True,Active
EMP02984,Customer Support,Brazil,Senior IC,Female,28,2024-04-13,443,34100.0,EMP02827,True,Active
EMP02985,Sales,Canada,Senior IC,Female,41,2016-01-27,3442,60300.0,EMP01255,True,Active
EMP02986,Sales,Canada,Senior Manager,Male,27,2022-11-20,953,128600.0,EMP00464,False,Active
EMP02987,Sales,USA,Manager,Female,23,2024-05-29,397,104800.0,EMP03376,False,Active
EMP02988,Engineering,India,Manager,Female,35,2017-03-12,3032,57000.0,EMP01445,True,Active
EMP02989,Sales,USA,Individual Contributor,Male,30,2024-01-30,517,58800.0,EMP03036,False,Active
EMP02990,Customer Support,Canada,Individual Contributor,Non-binary,27,2019-11-07,2062,51400.0,EMP02852,True,Active
EMP02991,Customer Support,USA,Individual Contributor,Female,21,2022-02-16,1230,56700.0,EMP01055,True,Active
EMP02992,Operations,Brazil,Individual Contributor,Male,27,2016-02-04,3434,27800.0,EMP02783,True,Active
EMP02993,Engineering,UAE,Individual Contributor,Male,32,2019-01-06,2367,45000.0,EMP01621,False,Active
EMP02994,Engineering,USA,Individual Contributor,Female,33,2022-12-09,934,58000.0,EMP02206,True,Active
EMP02995,Engineering,UAE,Individual Contributor,Male,28,2017-03-02,3042,37800.0,EMP01008,True,Active
EMP02996,Engineering,USA,Senior IC,Female,28,2021-04-29,1523,82200.0,EMP00030,False,Active
EMP02997,Customer Support,India,Individual Contributor,Female,26,2022-06-20,1106,25300.0,EMP00667,False,Active
EMP02998,Sales,India,Individual Contributor,Female,35,2022-03-08,1210,26200.0,EMP01171,False,Active
EMP02999,Operations,Germany,Individual Contributor,Female,39,2019-09-13,2117,50100.0,EMP01893,True,Active
EMP03000,Sales,India,Senior IC,Male,29,2023-01-14,898,35600.0,EMP02987,False,Active
EMP03001,Operations,Canada,Team Lead,Male,30,2023-07-20,711,69800.0,EMP00627,True,Active
EMP03002,Customer Support,Germany,Team Lead,Female,30,2023-11-26,582,82900.0,EMP02514,True,Active
EMP03003,Sales,India,Individual Contributor,Male,23,2021-09-15,1384,27700.0,EMP02622,False,Active
EMP03004,Customer Support,UAE,Individual Contributor,Female,29,2023-10-22,617,38100.0,EMP02827,False,Active
EMP03005,Sales,Brazil,Individual Contributor,Female,26,2019-08-23,2138,25800.0,EMP02839,False,Active
EMP03006,Customer Support,USA,Individual Contributor,Male,26,2023-01-31,881,59200.0,EMP00230,False,Active
EMP03007,Customer Support,Canada,Individual Contributor,Female,33,2021-02-03,1608,50700.0,EMP00775,True,Active
EMP03008,Sales,USA,Director,Male,32,2018-10-07,2458,176600.0,,True,Active
EMP03009,Sales,India,Individual Contributor,Female,37,2017-07-15,2907,25000.0,EMP02216,False,Active
EMP03010,Customer Support,India,Individual Contributor,Male,33,2021-12-24,1284,27900.0,EMP00809,True,Active
EMP03011,Sales,UAE,Team Lead,Female,21,2025-02-08,142,67000.0,EMP03495,False,Active
EMP03012,Operations,USA,Senior IC,Female,21,2025-01-28,153,73900.0,EMP01168,False,Active
EMP03013,Customer Support,USA,Individual Contributor,Male,35,2019-09-30,2100,49400.0,EMP01011,False,Active
EMP03014,Customer Support,Brazil,Individual Contributor,Male,31,2024-03-01,486,28400.0,EMP02940,True,Active
EMP03015,Sales,USA,Senior Manager,Female,28,2023-03-03,850,124500.0,EMP03350,True,Active
EMP03016,Customer Support,India,Individual Contributor,Male,32,2019-03-01,2313,28000.0,EMP01411,True,Terminated
EMP03017,Operations,Brazil,Senior IC,Female,30,2023-07-13,718,40400.0,EMP02253,True,Active
EMP03018,Sales,India,Team Lead,Female,29,2024-07-14,351,40900.0,EMP02239,True,Active
EMP03019,Engineering,USA,Individual Contributor,Female,26,2023-02-09,872,60000.0,EMP00798,False,Active
EMP03020,Sales,Germany,Team Lead,Male,33,2020-06-25,1831,75600.0,EMP01922,False,Active
EMP03021,Engineering,Canada,Individual Contributor,Male,25,2023-07-24,707,47900.0,EMP00196,True,Active
EMP03022,Customer Support,India,Individual Contributor,Male,30,2020-12-13,1660,25100.0,EMP03036,True,Active
EMP03023,Engineering,USA,Individual Contributor,Male,26,2024-07-04,361,58500.0,EMP02898,False,Active
EMP03024,Engineering,USA,Director,Female,23,2023-12-11,567,181400.0,,True,Active
EMP03025,Engineering,Germany,Individual Contributor,Female,24,2023-01-30,882,55600.0,EMP02116,True,Active
EMP03026,Sales,Canada,Individual Contributor,Female,40,2018-08-06,2520,48300.0,EMP00363,False,Active
EMP03027,Sales,Germany,Senior Manager,Male,23,2023-05-11,781,94600.0,EMP00317,True,Active
EMP03028,Operations,USA,Individual Contributor,Female,28,2023-08-08,692,53300.0,EMP02216,True,Active
EMP03029,Customer Support,India,Manager,Male,29,2023-08-05,695,58800.0,EMP02772,True,Active
EMP03030,Engineering,USA,Senior IC,Male,29,2020-12-14,1659,72800.0,EMP02953,False,Active
EMP03031,Customer Support,USA,Senior IC,Male,33,2020-02-22,1955,63300.0,EMP01167,False,Active
EMP03032,Sales,Canada,Team Lead,Female,33,2018-10-19,2446,80800.0,EMP03232,False,Active
EMP03033,Sales,Brazil,Team Lead,,31,2015-02-13,3790,48800.0,EMP01872,False,Active
EMP03034,Sales,USA,Individual Contributor,Male,30,2021-09-08,1391,52000.0,EMP01399,False,Active
EMP03035,Operations,India,Director,Male,24,2023-10-15,624,80900.0,,True,Active
EMP03036,Customer Support,USA,Senior Manager,Female,34,2022-10-25,979,126500.0,EMP02568,False,Active
EMP03037,Customer Support,USA,Manager,Male,28,2024-02-08,508,113800.0,EMP01292,False,Active
EMP03038,Sales,India,Senior IC,Male,25,2022-03-04,1214,35900.0,EMP01357,False,Active
EMP03039,Sales,India,Senior IC,Female,27,2023-11-25,583,32400.0,EMP01352,False,Terminated
EMP03040,Customer Support,Brazil,Senior IC,Male,27,2018-10-29,2436,39000.0,EMP01114,True,Active
EMP03041,Engineering,Canada,Individual Contributor,Female,29,2021-11-23,1315,45200.0,EMP01394,True,Active
EMP03042,Operations,USA,Senior IC,,32,2017-05-22,2961,83500.0,EMP00083,False,Active
EMP03043,Customer Support,Canada,Senior IC,Female,26,2020-04-10,1907,69600.0,EMP03066,True,Active
EMP03044,Engineering,India,Senior IC,Female,26,2020-08-05,1790,35400.0,EMP00899,False,Active
EMP03045,Customer Support,USA,Individual Contributor,Female,35,2024-07-17,348,55600.0,EMP01544,False,Active
EMP03046,Operations,UAE,Senior IC,Male,29,2020-12-16,1657,66800.0,EMP00611,True,Active
EMP03047,Engineering,USA,Senior IC,Non-binary,33,2015-04-06,3738,73700.0,EMP01857,False,Terminated
EMP03048,Customer Support,India,Senior IC,Female,24,2023-04-23,799,37900.0,EMP00964,False,Active
EMP03049,Operations,Brazil,Senior Manager,Female,32,2019-06-29,2193,79200.0,EMP00610,False,Active
EMP03050,Sales,USA,Team Lead,Female,23,2024-10-14,259,86200.0,EMP01012,False,Active
EMP03051,Operations,UAE,Individual Contributor,Female,21,2024-04-11,445,51600.0,EMP03169,False,Active
EMP03052,Sales,USA,Individual Contributor,Male,27,2022-09-03,1031,61200.0,EMP03018,True,Active
EMP03053,Customer Support,UAE,Team Lead,Female,26,2023-07-29,702,75600.0,EMP02747,False,Active
EMP03054,Customer Support,USA,Individual Contributor,Male,24,2023-12-02,576,53200.0,EMP00722,False,Active
EMP03055,Customer Support,USA,Manager,Male,23,2023-07-27,704,111300.0,EMP02263,False,Active
EMP03056,Engineering,Germany,Individual Contributor,Female,27,2021-04-19,1533,49400.0,EMP02870,False,Active
EMP03057,Customer Support,UAE,Individual Contributor,Male,29,2019-06-11,2211,42700.0,EMP02263,False,Active
EMP03058,Sales,USA,Individual Contributor,Non-binary,27,2021-01-18,1624,57600.0,EMP03018,True,Terminated
EMP03059,Sales,UAE,Team Lead,Male,30,2020-11-14,1689,68000.0,EMP00712,False,Active
EMP03060,Sales,USA,Director,Male,36,2022-08-01,1064,167800.0,,False,Active
EMP03061,Customer Support,India,Manager,Female,31,2024-04-22,434,50900.0,EMP01157,False,Active
EMP03062,Engineering,Germany,Senior IC,Female,35,2022-10-01,1003,60800.0,EMP02521,False,Active
EMP03063,Sales,USA,Manager,Male,26,2022-02-09,1237,115000.0,EMP00480,False,Active
EMP03064,Operations,Canada,Individual Contributor,Female,37,2019-04-06,2277,47100.0,EMP01113,False,Active
EMP03065,Engineering,Germany,Senior IC,Male,34,2016-07-20,3267,75300.0,EMP02442,True,Active
EMP03066,Engineering,Brazil,Senior Manager,Male,32,2021-07-16,1445,69400.0,EMP00070,True,Active
EMP03067,Engineering,India,Individual Contributor,Female,32,2019-09-07,2123,25500.0,EMP00915,False,Active
EMP03068,Sales,India,Senior Manager,Female,23,2025-03-11,111,60200.0,EMP02471,False,Active
EMP03069,Customer Support,India,Individual Contributor,Female,30,2023-02-11,870,26500.0,EMP00852,True,Active
EMP03070,Engineering,Canada,Individual Contributor,Male,29,2022-08-04,1061,48200.0,EMP02106,True,Terminated
EMP03071,Sales,Brazil,Senior IC,Female,22,2021-02-16,1595,41300.0,EMP01400,False,Active
EMP03072,Operations,India,Manager,Female,33,2016-05-31,3317,52500.0,EMP01585,True,Active
EMP03073,Customer Support,India,Individual Contributor,Male,32,2021-09-14,1385,30800.0,EMP01255,False,Active
EMP03074,Customer Support,India,Manager,Male,26,2024-11-16,226,54200.0,EMP03146,False,Active
EMP03075,Operations,Germany,Individual Contributor,Male,31,2020-10-31,1703,46400.0,EMP02509,True,Active
EMP03076,Operations,India,Team Lead,Male,24,2023-04-01,821,39200.0,EMP02537,False,Active
EMP03077,Engineering,India,Senior IC,Female,30,2021-02-20,1591,37300.0,EMP02749,False,Active
EMP03078,Customer Support,Brazil,Individual Contributor,Non-binary,29,2020-07-27,1799,26500.0,EMP01472,True,Active
EMP03079,Customer Support,Canada,Team Lead,Male,24,2024-12-03,209,81700.0,EMP00378,False,Active
EMP03080,Sales,Canada,Team Lead,Female,25,2022-09-15,1019,83600.0,EMP00179,False,Active
EMP03081,Sales,UAE,Senior IC,Female,31,2022-08-17,1048,66300.0,EMP01678,False,Active
EMP03082,Sales,India,Individual Contributor,Female,30,2021-09-26,1373,24600.0,EMP03072,False,Active
EMP03083,Customer Support,Brazil,Individual Contributor,Male,27,2023-10-25,614,30900.0,EMP01679,False,Active
EMP03084,Customer Support,USA,Senior Manager,Male,34,2024-03-09,478,139200.0,EMP03452,True,Active
EMP03085,Customer Support,India,Senior IC,Male,35,2016-07-05,3282,34000.0,EMP01817,False,Active
EMP03086,Engineering,USA,Manager,Male,33,2022-01-02,1275,107900.0,EMP02219,False,Active
EMP03087,Sales,USA,Team Lead,Male,27,2024-01-24,523,93100.0,EMP00276,False,Active
EMP03088,Engineering,Canada,Manager,Male,25,2023-07-13,718,89900.0,EMP02667,True,Active
EMP03089,Engineering,UAE,Individual Contributor,,30,2016-03-28,3381,46700.0,EMP03104,True,Active
EMP03090,Operations,India,Senior IC,Male,33,2018-06-17,2570,39900.0,EMP01768,False,Active
EMP03091,Operations,USA,Team Lead,Female,21,2023-09-13,656,96600.0,EMP03168,False,Active
EMP03092,Operations,Brazil,Individual Contributor,Male,27,2024-04-16,440,29000.0,EMP00838,False,Active
EMP03093,Operations,Germany,Individual Contributor,Male,27,2024-03-18,469,51300.0,EMP01711,True,Active
EMP03094,Operations,UAE,Senior IC,Female,30,2018-12-12,2392,59100.0,EMP03198,True,Active
EMP03095,Engineering,Canada,Manager,Male,26,2023-05-13,779,91100.0,EMP02100,False,Terminated
EMP03096,Sales,Germany,Team Lead,Male,21,2024-09-13,290,71800.0,EMP02396,False,Terminated
EMP03097,Sales,USA,Individual Contributor,Female,32,2023-06-25,736,56300.0,EMP01406,False,Active
EMP03098,Engineering,USA,Director,Male,27,2021-10-07,1362,181900.0,,True,Active
EMP03099,Sales,USA,Individual Contributor,Female,23,2022-09-28,1006,54900.0,EMP01297,True,Active
EMP03100,Sales,Germany,Individual Contributor,Male,34,2018-05-18,2600,46900.0,EMP02374,True,Terminated
EMP03101,Operations,USA,Director,Male,29,2021-09-25,1374,173400.0,,False,Active
EMP03102,Sales,USA,Team Lead,Female,27,2021-05-12,1510,99300.0,EMP01783,True,Active
EMP03103,Operations,USA,Senior Manager,Female,28,2019-12-01,2038,145400.0,EMP03255,True,Active
EMP03104,Customer Support,USA,Manager,Female,30,2020-02-11,1966,109000.0,EMP00200,False,Active
EMP03105,Customer Support,Brazil,Senior IC,Female,32,2023-06-28,733,45400.0,EMP01554,False,Active
EMP03106,Customer Support,USA,Individual Contributor,Male,28,2024-04-09,447,67100.0,EMP02292,False,Active
EMP03107,Engineering,UAE,Individual Contributor,Female,28,2021-12-11,1297,43800.0,EMP00299,False,Active
EMP03108,Customer Support,USA,Senior Manager,Male,31,2022-04-15,1172,133000.0,EMP00016,True,Active
EMP03109,Sales,USA,Manager,Female,28,2021-09-17,1382,115300.0,EMP00601,True,Active
EMP03110,Operations,USA,Individual Contributor,Female,30,2021-06-26,1465,51200.0,EMP00781,False,Terminated
EMP03111,Engineering,Brazil,Individual Contributor,Male,34,2016-12-12,3122,30800.0,EMP03079,False,Active
EMP03112,Sales,USA,Individual Contributor,Male,29,2023-01-17,895,55600.0,EMP00572,False,Active
EMP03113,Customer Support,India,Individual Contributor,Male,27,2021-05-16,1506,27200.0,EMP02232,False,Active
EMP03114,Customer Support,USA,Manager,Male,21,2024-04-11,445,104200.0,EMP01194,False,Active
EMP03115,Engineering,Canada,Individual Contributor,Male,30,2023-12-03,575,45000.0,EMP01849,False,Active
EMP03116,Customer Support,USA,Senior IC,Female,34,2022-06-07,1119,62900.0,EMP03180,True,Active
EMP03117,Sales,Germany,Senior Manager,Female,22,2024-02-09,507,138600.0,EMP03015,True,Active
EMP03118,Customer Support,UAE,Senior IC,Non-binary,30,2020-10-09,1725,66400.0,EMP00285,False,Active
EMP03119,Sales,USA,Senior IC,Female,27,2021-03-31,1552,78800.0,EMP00324,True,Active
EMP03120,Sales,USA,Individual Contributor,Male,30,2023-09-06,663,56700.0,EMP01255,False,Active
EMP03121,Sales,UAE,Individual Contributor,Male,28,2022-11-28,945,37200.0,EMP02821,False,Active
EMP03122,Engineering,USA,Individual Contributor,Male,44,2018-11-26,2408,51900.0,EMP02645,True,Active
EMP03123,Engineering,USA,Individual Contributor,Male,27,2021-12-22,1286,54100.0,EMP02156,False,Active
EMP03124,Engineering,Germany,Individual Contributor,Non-binary,42,2013-08-31,4321,46000.0,EMP03032,False,Active
EMP03125,Sales,USA,Individual Contributor,Female,34,2022-11-27,946,47700.0,EMP00642,True,Active
EMP03126,Sales,Canada,Individual Contributor,Male,29,2022-09-04,1030,44200.0,EMP02574,False,Active
EMP03127,Engineering,India,Individual Contributor,Male,28,2022-06-07,1119,26500.0,EMP03381,False,Active
EMP03128,Sales,India,Senior Manager,Female,26,2024-10-18,255,65200.0,EMP03364,False,Active
EMP03129,Customer Support,USA,Individual Contributor,Male,27,2022-10-09,995,59200.0,EMP02476,True,Active
EMP03130,Operations,Brazil,Individual Contributor,Female,32,2022-11-04,969,33600.0,EMP02415,False,Active
EMP03131,Engineering,Brazil,Manager,Female,26,2020-06-22,1834,60100.0,EMP00791,False,Active
EMP03132,Operations,USA,Individual Contributor,Male,31,2018-09-22,2473,54400.0,EMP02606,True,Active
EMP03133,Sales,Canada,Senior IC,Male,26,2023-01-27,885,74400.0,EMP00884,True,Active
EMP03134,Sales,India,Manager,Female,21,2025-02-09,141,45600.0,EMP01457,False,Active
EMP03135,Customer Support,UAE,Senior IC,Male,31,2022-01-31,1246,51500.0,EMP00431,True,Active
EMP03136,Customer Support,USA,Individual Contributor,Female,30,2024-02-14,502,51300.0,EMP01053,False,Active
EMP03137,Operations,USA,Team Lead,Female,26,2021-11-12,1326,95500.0,EMP00272,True,Active
EMP03138,Sales,Brazil,Team Lead,Female,32,2021-12-06,1302,47400.0,EMP01585,False,Active
EMP03139,Customer Support,UAE,Individual Contributor,Male,21,2023-10-16,623,41500.0,EMP00261,False,Active
EMP03140,Engineering,Germany,Individual Contributor,Female,28,2022-01-23,1254,47500.0,EMP02667,False,Active
EMP03141,Engineering,USA,Individual Contributor,Female,25,2024-09-03,300,49700.0,EMP02273,False,Active
EMP03142,Sales,UAE,Manager,Male,29,2021-09-14,1385,81300.0,EMP02264,True,Active
EMP03143,Operations,USA,Individual Contributor,Female,30,2020-02-25,1952,62000.0,EMP02443,False,Active
EMP03144,Sales,Germany,Individual Contributor,Female,29,2021-02-11,1600,49800.0,EMP02673,False,Active
EMP03145,Operations,India,Senior IC,Female,25,2023-06-15,746,40800.0,EMP02357,False,Active
EMP03146,Customer Support,USA,Senior Manager,Male,29,2020-06-01,1855,126000.0,EMP02187,False,Active
EMP03147,Customer Support,USA,Individual Contributor,Male,35,2020-10-21,1713,57400.0,EMP00644,False,Active
EMP03148,Customer Support,USA,Individual Contributor,Male,27,2020-08-28,1767,56200.0,EMP02560,False,Active
EMP03149,Operations,Canada,Individual Contributor,Female,41,2018-03-09,2670,51400.0,EMP01687,True,Active
EMP03150,Sales,Germany,Team Lead,Female,26,2021-06-13,1478,83600.0,EMP00572,False,Active
EMP03151,Sales,Brazil,Senior IC,Male,27,2024-03-29,458,42100.0,EMP01676,True,Active
EMP03152,Customer Support,Canada,Manager,Female,28,2024-01-18,529,99200.0,EMP01128,False,Active
EMP03153,Engineering,Brazil,Individual Contributor,Female,27,2021-06-12,1479,26300.0,EMP00688,False,Active
EMP03154,Sales,India,Individual Contributor,Female,31,2024-11-26,216,27900.0,EMP01948,False,Active
EMP03155,Sales,India,Individual Contributor,Female,29,2022-10-21,983,26200.0,EMP03134,False,Active
EMP03156,Engineering,Germany,Individual Contributor,Female,26,2023-03-04,849,47300.0,EMP00067,False,Active
EMP03157,Sales,India,Senior IC,Male,35,2020-11-23,1680,37700.0,EMP00499,True,Active
EMP03158,Sales,Canada,Team Lead,Male,21,2024-06-09,386,83800.0,EMP03200,False,Active
EMP03159,Operations,UAE,Individual Contributor,Male,27,2020-11-01,1702,43800.0,EMP02400,False,Active
EMP03160,Engineering,Germany,Team Lead,Female,29,2022-12-03,940,79600.0,EMP00852,False,Active
EMP03161,Operations,Germany,Individual Contributor,Male,32,2021-08-18,1412,44800.0,EMP01291,True,Active
EMP03162,Operations,Canada,Senior IC,Male,27,2024-05-09,417,55600.0,EMP00318,True,Active
EMP03163,Sales,USA,Individual Contributor,Male,29,2020-09-16,1748,54100.0,EMP02952,False,Active
EMP03164,Customer Support,UAE,Senior IC,Female,29,2019-07-07,2185,65700.0,EMP02307,False,Active
EMP03165,Customer Support,USA,Individual Contributor,Male,41,2013-03-05,4500,52700.0,EMP00827,False,Active
EMP03166,Customer Support,Brazil,Senior Manager,Female,29,2021-10-22,1347,78900.0,EMP00679,False,Terminated
EMP03167,Sales,UAE,Manager,Male,27,2019-08-28,2133,88800.0,EMP02400,False,Active
EMP03168,Sales,India,Manager,Male,22,2024-02-11,505,51400.0,EMP01954,False,Active
EMP03169,Sales,USA,Manager,Male,38,2018-06-10,2577,106700.0,EMP02622,False,Active
EMP03170,Customer Support,UAE,Individual Contributor,Male,23,2024-08-13,321,49200.0,EMP00892,False,Active
EMP03171,Operations,Germany,Senior IC,Male,35,2016-08-03,3253,63000.0,EMP03489,True,Active
EMP03172,Customer Support,Germany,Individual Contributor,Male,33,2022-01-23,1254,49900.0,EMP00602,False,Active
EMP03173,Customer Support,India,Manager,Female,28,2024-07-14,351,50000.0,EMP00630,False,Active
EMP03174,Operations,Germany,Individual Contributor,Female,24,2023-02-14,867,48100.0,EMP02568,False,Active
EMP03175,Customer Support,Brazil,Individual Contributor,Male,26,2019-09-12,2118,28900.0,EMP01969,False,Active
EMP03176,Sales,USA,Team Lead,Non-binary,35,2022-10-07,997,88900.0,EMP01353,False,Active
EMP03177,Operations,Germany,Individual Contributor,Male,23,2022-10-17,987,54600.0,EMP02574,True,Active
EMP03178,Engineering,Canada,Team Lead,Female,28,2020-01-18,1990,77900.0,EMP02001,True,Active
EMP03179,Sales,USA,Individual Contributor,Male,29,2022-08-06,1059,57700.0,EMP01406,False,Active
EMP03180,Engineering,India,Team Lead,Female,30,2018-09-23,2472,43500.0,EMP00770,False,Active
EMP03181,Operations,Brazil,Manager,Female,29,2023-07-03,728,63400.0,EMP02492,True,Active
EMP03182,Sales,Canada,Senior IC,Female,21,2024-11-08,234,63400.0,EMP01922,False,Active
EMP03183,Engineering,India,Individual Contributor,Female,27,2022-06-21,1105,25800.0,EMP03131,False,Active
EMP03184,Sales,UAE,Individual Contributor,Male,31,2022-03-16,1202,48300.0,EMP01454,False,Active
EMP03185,Sales,USA,Individual Contributor,Female,29,2023-07-25,706,53800.0,EMP00956,True,Active
EMP03186,Sales,Germany,Individual Contributor,Female,26,2021-09-15,1384,52400.0,EMP00173,True,Active
EMP03187,Customer Support,Canada,Senior IC,Male,21,2024-09-28,275,77200.0,EMP00975,False,Terminated
EMP03188,Operations,Canada,Individual Contributor,Female,29,2021-08-18,1412,44200.0,EMP02535,True,Active
EMP03189,Sales,India,Individual Contributor,Female,21,2024-04-17,439,29600.0,EMP01008,False,Active
EMP03190,Sales,India,Individual Contributor,Female,31,2024-07-15,350,25400.0,EMP01922,False,Active
EMP03191,Sales,India,Senior Manager,Female,28,2022-04-09,1178,71800.0,EMP00767,False,Active
EMP03192,Sales,USA,Individual Contributor,Male,23,2024-08-10,324,58200.0,EMP03251,False,Active
EMP03193,Engineering,Canada,Individual Contributor,Female,21,2025-01-20,161,50300.0,EMP03160,False,Active
EMP03194,Customer Support,UAE,Senior IC,Female,26,2021-04-08,1544,61000.0,EMP02820,False,Active
EMP03195,Customer Support,India,Individual Contributor,Female,21,2024-03-04,483,25900.0,EMP02560,True,Active
EMP03196,Engineering,USA,Senior Manager,Female,31,2020-12-19,1654,127900.0,EMP01991,True,Terminated
EMP03197,Engineering,Germany,Individual Contributor,Female,24,2022-12-30,913,50400.0,EMP00030,False,Active
EMP03198,Sales,USA,Team Lead,Female,29,2022-04-10,1177,88400.0,EMP00149,True,Active
EMP03199,Sales,Brazil,Senior IC,Female,33,2019-08-20,2141,39600.0,EMP01528,True,Active
EMP03200,Operations,India,Manager,Female,32,2021-06-05,1486,46400.0,EMP02625,True,Active
EMP03201,Customer Support,USA,Senior IC,Male,30,2020-11-25,1678,74900.0,EMP00486,False,Active
EMP03202,Operations,India,Team Lead,Female,33,2021-01-05,1637,47200.0,EMP01905,False,Active
EMP03203,Operations,Canada,Senior IC,Female,32,2023-09-14,655,69900.0,EMP03336,False,Active
EMP03204,Customer Support,USA,Senior IC,Male,29,2021-07-20,1441,74900.0,EMP02920,False,Active
EMP03205,Operations,India,Team Lead,Female,27,2024-01-10,537,51700.0,EMP01920,True,Active
